movie_title,color,director_name,actor_2_name,gross,genres,actor_1_name,movie_imdb_link,language,country,budget,title_year,movie_facebook_likes
Frozen ,Color,Chris Buck,Maurice LaMarche,400736600,Adventure|Animation|Comedy|Family|Fantasy|Musical,Josh Gad,http://www.imdb.com/title/tt2294629/?ref_=fn_tt_tt_1,English,USA,150000000,2013,58000
The Matrix Reloaded ,Color,Lana Wachowski,Daniel Bernhardt,281492479,Action|Sci-Fi,Steve Bastoni,http://www.imdb.com/title/tt0234215/?ref_=fn_tt_tt_1,English,USA,150000000,2003,0
Thor: The Dark World ,Color,Alan Taylor,Natalie Portman,206360018,Action|Adventure|Fantasy,Chris Hemsworth,http://www.imdb.com/title/tt1981115/?ref_=fn_tt_tt_1,English,USA,170000000,2013,63000
Mad Max: Fury Road ,Color,George Miller,Charlize Theron,153629485,Action|Adventure|Sci-Fi|Thriller,Tom Hardy,http://www.imdb.com/title/tt1392190/?ref_=fn_tt_tt_1,English,Australia,150000000,2015,191000
Angels & Demons ,Color,Ron Howard,Ayelet Zurer,133375846,Mystery|Thriller,Tom Hanks,http://www.imdb.com/title/tt0808151/?ref_=fn_tt_tt_1,English,USA,150000000,2009,0
Thor ,Color,Kenneth Branagh,Natalie Portman,181015141,Action|Adventure|Fantasy,Chris Hemsworth,http://www.imdb.com/title/tt0800369/?ref_=fn_tt_tt_1,English,USA,150000000,2011,63000
Bolt ,Color,Byron Howard,Diedrich Bader,114053579,Adventure|Animation|Comedy|Drama|Family,Chloë Grace Moretz,http://www.imdb.com/title/tt0397892/?ref_=fn_tt_tt_1,English,USA,150000000,2008,0
G-Force ,Color,Hoyt Yeatman,Piper Mackenzie Harris,119420252,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Kelli Garner,http://www.imdb.com/title/tt0436339/?ref_=fn_tt_tt_1,English,USA,150000000,2009,0
Wrath of the Titans ,Color,Jonathan Liebesman,Edgar Ramírez,83640426,Action|Adventure|Fantasy,Liam Neeson,http://www.imdb.com/title/tt1646987/?ref_=fn_tt_tt_1,English,USA,150000000,2012,19000
Dark Shadows ,Color,Tim Burton,Chloë Grace Moretz,79711678,Comedy|Fantasy|Horror,Johnny Depp,http://www.imdb.com/title/tt1077368/?ref_=fn_tt_tt_1,English,USA,100000000,2012,82000
Mission: Impossible - Rogue Nation ,Color,Christopher McQuarrie,Jeremy Renner,195000874,Action|Adventure|Thriller,Tom Cruise,http://www.imdb.com/title/tt2381249/?ref_=fn_tt_tt_1,English,China,150000000,2015,47000
The Wolfman ,Color,Joe Johnston,Simon Merrells,61937495,Drama|Fantasy|Horror|Thriller,Anthony Hopkins,http://www.imdb.com/title/tt0780653/?ref_=fn_tt_tt_1,English,USA,150000000,2010,0
The Legend of Tarzan ,Color,David Yates,Alexander Skarsgård,124051759,Action|Adventure|Drama|Romance,Christoph Waltz,http://www.imdb.com/title/tt0918940/?ref_=fn_tt_tt_1,English,USA,180000000,2016,29000
Bee Movie ,Color,Steve Hickner,Oprah Winfrey,126597121,Adventure|Animation|Comedy|Family,Matthew Broderick,http://www.imdb.com/title/tt0389790/?ref_=fn_tt_tt_1,English,USA,150000000,2007,0
Kung Fu Panda 2 ,Color,Jennifer Yuh Nelson,Gary Oldman,165230261,Action|Adventure|Animation|Comedy|Family,Angelina Jolie Pitt,http://www.imdb.com/title/tt1302011/?ref_=fn_tt_tt_1,English,USA,150000000,2011,20000
The Last Airbender ,Color,M. Night Shyamalan,Noah Ringer,131564731,Action|Adventure|Family|Fantasy,Seychelle Gabriel,http://www.imdb.com/title/tt0938283/?ref_=fn_tt_tt_1,English,USA,150000000,2010,18000
Mission: Impossible III ,Color,J.J. Abrams,Tom Cruise,133382309,Action|Adventure|Thriller,Philip Seymour Hoffman,http://www.imdb.com/title/tt0317919/?ref_=fn_tt_tt_1,English,USA,150000000,2006,0
White House Down ,Color,Roland Emmerich,Jake Weber,73103784,Action|Drama|Thriller,Channing Tatum,http://www.imdb.com/title/tt2334879/?ref_=fn_tt_tt_1,English,USA,150000000,2013,33000
Mars Needs Moms ,Color,Simon Wells,Dan Fogler,21379315,Action|Adventure|Animation|Comedy|Family|Sci-Fi,Elisabeth Harnois,http://www.imdb.com/title/tt1305591/?ref_=fn_tt_tt_1,English,USA,150000000,2011,0
Flushed Away ,Color,David Bowers,Kate Winslet,64459316,Adventure|Animation|Comedy|Family,Hugh Jackman,http://www.imdb.com/title/tt0424095/?ref_=fn_tt_tt_1,English,UK,149000000,2006,0
Pan ,Color,Joe Wright,Cara Delevingne,34964818,Adventure|Family|Fantasy,Hugh Jackman,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,English,USA,150000000,2015,24000
Mr. Peabody & Sherman ,Color,Rob Minkoff,Zach Callison,111505642,Adventure|Animation|Comedy|Family|Sci-Fi,Ty Burrell,http://www.imdb.com/title/tt0864835/?ref_=fn_tt_tt_1,English,USA,145000000,2014,11000
Troy ,Color,Wolfgang Petersen,Orlando Bloom,133228348,Adventure,Brad Pitt,http://www.imdb.com/title/tt0332452/?ref_=fn_tt_tt_1,English,USA,175000000,2004,0
Madagascar 3: Europe's Most Wanted ,Color,Eric Darnell,Martin Short,216366733,Adventure|Animation|Comedy|Family,Jada Pinkett Smith,http://www.imdb.com/title/tt1277953/?ref_=fn_tt_tt_1,English,USA,145000000,2012,17000
Die Another Day , Black and White,Lee Tamahori,Colin Salmon,160201106,Action|Adventure|Thriller,Toby Stephens,http://www.imdb.com/title/tt0246460/?ref_=fn_tt_tt_1,English,UK,142000000,2002,0
Ghostbusters ,Color,Paul Feig,Kate McKinnon,118099659,Action|Comedy|Fantasy|Sci-Fi,Ed Begley Jr.,http://www.imdb.com/title/tt1289401/?ref_=fn_tt_tt_1,English,USA,144000000,2016,62000
Armageddon ,Color,Michael Bay,Steve Buscemi,201573391,Action|Adventure|Sci-Fi|Thriller,Bruce Willis,http://www.imdb.com/title/tt0120591/?ref_=fn_tt_tt_1,English,USA,140000000,1998,11000
Men in Black II ,Color,Barry Sonnenfeld,Rosario Dawson,190418803,Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi,Will Smith,http://www.imdb.com/title/tt0120912/?ref_=fn_tt_tt_1,English,USA,140000000,2002,2000
Beowulf ,Color,Robert Zemeckis,Anthony Hopkins,82161969,Action|Adventure|Animation|Fantasy,Robin Wright,http://www.imdb.com/title/tt0442933/?ref_=fn_tt_tt_1,English,USA,150000000,2007,3000
Kung Fu Panda 3 ,Color,Alessandro Carloni,Angelina Jolie Pitt,143523463,Action|Adventure|Animation|Comedy|Family,J.K. Simmons,http://www.imdb.com/title/tt2267968/?ref_=fn_tt_tt_1,English,USA,145000000,2016,24000
Mission: Impossible - Ghost Protocol ,Color,Brad Bird,Jeremy Renner,209364921,Action|Adventure|Thriller,Tom Cruise,http://www.imdb.com/title/tt1229238/?ref_=fn_tt_tt_1,English,USA,145000000,2011,35000
Rise of the Guardians ,Color,Peter Ramsey,Kamil McFadden,103400692,Adventure|Animation|Family|Fantasy,Hugh Jackman,http://www.imdb.com/title/tt1446192/?ref_=fn_tt_tt_1,English,USA,145000000,2012,25000
Fun with Dick and Jane ,Color,Dean Parisot,Richard Burgi,110332737,Comedy|Crime,John Michael Higgins,http://www.imdb.com/title/tt0369441/?ref_=fn_tt_tt_1,English,USA,100000000,2005,2000
The Last Samurai ,Color,Edward Zwick,Tony Goldwyn,111110575,Action|Drama|History|War,Tom Cruise,http://www.imdb.com/title/tt0325710/?ref_=fn_tt_tt_1,English,USA,140000000,2003,0
Exodus: Gods and Kings ,Color,Ridley Scott,María Valverde,65007045,Action|Adventure|Drama,Christian Bale,http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1,English,UK,140000000,2014,51000
Star Trek ,Color,J.J. Abrams,Leonard Nimoy,257704099,Action|Adventure|Sci-Fi,Chris Hemsworth,http://www.imdb.com/title/tt0796366/?ref_=fn_tt_tt_1,English,USA,150000000,2009,19000
Spider-Man ,Color,Sam Raimi,James Franco,403706375,Action|Adventure|Fantasy|Romance,J.K. Simmons,http://www.imdb.com/title/tt0145487/?ref_=fn_tt_tt_1,English,USA,139000000,2002,5000
How to Train Your Dragon 2 ,Color,Dean DeBlois,Djimon Hounsou,176997107,Action|Adventure|Animation|Comedy|Family|Fantasy,Gerard Butler,http://www.imdb.com/title/tt1646971/?ref_=fn_tt_tt_1,English,USA,145000000,2014,46000
Gods of Egypt ,Color,Alex Proyas,Elodie Yung,31141074,Action|Adventure|Fantasy,Gerard Butler,http://www.imdb.com/title/tt2404233/?ref_=fn_tt_tt_1,English,USA,140000000,2016,24000
Stealth ,Color,Rob Cohen,Joe Morton,31704416,Action|Adventure|Sci-Fi|Thriller,Sam Shepard,http://www.imdb.com/title/tt0382992/?ref_=fn_tt_tt_1,English,USA,135000000,2005,0
Watchmen ,Color,Zack Snyder,Billy Crudup,107503316,Action|Drama|Mystery|Sci-Fi,Matt Frewer,http://www.imdb.com/title/tt0409459/?ref_=fn_tt_tt_1,English,USA,130000000,2009,18000
Lethal Weapon 4 ,Color,Richard Donner,Rene Russo,129734803,Action|Crime|Thriller,Jet Li,http://www.imdb.com/title/tt0122151/?ref_=fn_tt_tt_1,English,USA,140000000,1998,0
Hulk ,Color,Ang Lee,Regi Davis,132122995,Action|Sci-Fi,Kevin Rankin,http://www.imdb.com/title/tt0286716/?ref_=fn_tt_tt_1,English,USA,137000000,2003,0
G.I. Joe: Retaliation ,Color,Jon M. Chu,Dwayne Johnson,122512052,Action|Adventure|Sci-Fi|Thriller,Channing Tatum,http://www.imdb.com/title/tt1583421/?ref_=fn_tt_tt_1,English,USA,130000000,2013,42000
Sahara ,Color,Breck Eisner,Rainn Wilson,68642452,Action|Adventure|Comedy|Thriller,Matthew McConaughey,http://www.imdb.com/title/tt0318649/?ref_=fn_tt_tt_1,English,UK,130000000,2005,0
Final Fantasy: The Spirits Within ,Color,Hironobu Sakaguchi,Ming-Na Wen,32131830,Action|Adventure|Animation|Fantasy|Romance|Sci-Fi,Steve Buscemi,http://www.imdb.com/title/tt0173840/?ref_=fn_tt_tt_1,English,USA,137000000,2001,0
Captain America: The First Avenger ,Color,Joe Johnston,Dominic Cooper,176636816,Action|Adventure|Sci-Fi,Chris Evans,http://www.imdb.com/title/tt0458339/?ref_=fn_tt_tt_1,English,USA,140000000,2011,46000
The World Is Not Enough ,Color,Michael Apted,Maria Grazia Cucinotta,126930660,Action|Adventure|Thriller,Colin Salmon,http://www.imdb.com/title/tt0143145/?ref_=fn_tt_tt_1,English,UK,135000000,1999,2000
Master and Commander: The Far Side of the World ,Color,Peter Weir,Lee Ingleby,93926386,Action|Adventure|Drama|History|War,James D'Arcy,http://www.imdb.com/title/tt0311113/?ref_=fn_tt_tt_1,English,USA,150000000,2003,0
The Twilight Saga: Breaking Dawn - Part 2 ,Color,Bill Condon,Kristen Stewart,292298923,Adventure|Drama|Fantasy|Romance,Robert Pattinson,http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1,English,USA,120000000,2012,65000
Happy Feet 2 ,Color,George Miller,Brad Pitt,63992328,Animation|Comedy|Family|Musical,Robin Williams,http://www.imdb.com/title/tt1402488/?ref_=fn_tt_tt_1,English,Australia,135000000,2011,0
The Incredible Hulk ,Color,Louis Leterrier,Peter Mensah,134518390,Action|Adventure|Sci-Fi,Ty Burrell,http://www.imdb.com/title/tt0800080/?ref_=fn_tt_tt_1,English,USA,150000000,2008,0
Miami Vice             ,Color,,Philip Michael Thomas,,Action|Crime|Drama|Mystery|Thriller,Don Johnson,http://www.imdb.com/title/tt0086759/?ref_=fn_tt_tt_1,English,USA,1500000,,0
The BFG ,Color,Steven Spielberg,Penelope Wilton,52792307,Adventure|Family|Fantasy,Mark Rylance,http://www.imdb.com/title/tt3691740/?ref_=fn_tt_tt_1,English,UK,140000000,2016,27000
The Revenant ,Color,Alejandro G. Iñárritu,Tom Hardy,183635922,Adventure|Drama|Thriller|Western,Leonardo DiCaprio,http://www.imdb.com/title/tt1663202/?ref_=fn_tt_tt_1,English,USA,135000000,2015,190000
Turbo ,Color,David Soren,Snoop Dogg,83024900,Adventure|Animation|Comedy|Family|Sport,Ryan Reynolds,http://www.imdb.com/title/tt1860353/?ref_=fn_tt_tt_1,English,USA,135000000,2013,13000
Rango ,Color,Gore Verbinski,Ray Winstone,123207194,Adventure|Animation|Comedy|Family|Western,Johnny Depp,http://www.imdb.com/title/tt1192628/?ref_=fn_tt_tt_1,English,USA,135000000,2011,26000
Penguins of Madagascar ,Color,Eric Darnell,Annet Mahendru,83348920,Adventure|Animation|Comedy|Family,Benedict Cumberbatch,http://www.imdb.com/title/tt1911658/?ref_=fn_tt_tt_1,English,USA,132000000,2014,11000
The Bourne Ultimatum ,Color,Paul Greengrass,Edgar Ramírez,227137090,Action|Mystery|Thriller,Matt Damon,http://www.imdb.com/title/tt0440963/?ref_=fn_tt_tt_1,English,USA,110000000,2007,0
Kung Fu Panda ,Color,Mark Osborne,Wayne Knight,215395021,Action|Adventure|Animation|Comedy|Family,Angelina Jolie Pitt,http://www.imdb.com/title/tt0441773/?ref_=fn_tt_tt_1,English,USA,130000000,2008,6000
Ant-Man ,Color,Peyton Reed,Hayley Atwell,180191634,Action|Adventure|Comedy|Sci-Fi,Judy Greer,http://www.imdb.com/title/tt0478970/?ref_=fn_tt_tt_1,English,USA,130000000,2015,61000
The Hunger Games: Catching Fire ,Color,Francis Lawrence,Josh Hutcherson,424645577,Adventure|Sci-Fi|Thriller,Jennifer Lawrence,http://www.imdb.com/title/tt1951264/?ref_=fn_tt_tt_1,English,USA,130000000,2013,82000
The Twilight Saga: Breaking Dawn - Part 2 ,Color,Bill Condon,Kristen Stewart,292298923,Adventure|Drama|Fantasy|Romance,Robert Pattinson,http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1,English,USA,120000000,2012,65000
Home ,Color,Tim Johnson,Matt Jones,177343675,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Jim Parsons,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1,English,USA,135000000,2015,26000
War of the Worlds ,Color,Steven Spielberg,Lisa Ann Walter,234277056,Adventure|Sci-Fi|Thriller,Tom Cruise,http://www.imdb.com/title/tt0407304/?ref_=fn_tt_tt_1,English,USA,132000000,2005,0
Bad Boys II ,Color,Michael Bay,Henry Rollins,138396624,Action|Comedy|Crime|Thriller,Will Smith,http://www.imdb.com/title/tt0172156/?ref_=fn_tt_tt_1,English,USA,130000000,2003,0
Puss in Boots ,Color,Chris Miller,Constance Marie,149234747,Action|Adventure|Animation|Comedy|Family|Fantasy,Salma Hayek,http://www.imdb.com/title/tt0448694/?ref_=fn_tt_tt_1,English,USA,130000000,2011,16000
Salt ,Color,Phillip Noyce,Andre Braugher,118311368,Action|Crime|Mystery|Thriller,Angelina Jolie Pitt,http://www.imdb.com/title/tt0944835/?ref_=fn_tt_tt_1,English,USA,110000000,2010,23000
Noah ,Color,Darren Aronofsky,Emma Watson,101160529,Action|Adventure|Drama,Anthony Hopkins,http://www.imdb.com/title/tt1959490/?ref_=fn_tt_tt_1,English,USA,125000000,2014,71000
The Adventures of Tintin ,Color,Steven Spielberg,Mackenzie Crook,77564037,Action|Adventure|Family|Mystery,Toby Jones,http://www.imdb.com/title/tt0983193/?ref_=fn_tt_tt_1,English,USA,135000000,2011,44000
Harry Potter and the Prisoner of Azkaban ,Color,Alfonso Cuarón,Gary Oldman,249358727,Adventure|Family|Fantasy|Mystery,Daniel Radcliffe,http://www.imdb.com/title/tt0304141/?ref_=fn_tt_tt_1,English,UK,130000000,2004,11000
Australia ,Color,Baz Luhrmann,Bryan Brown,49551662,Adventure|Drama|Romance|War,Essie Davis,http://www.imdb.com/title/tt0455824/?ref_=fn_tt_tt_1,English,Australia,130000000,2008,0
After Earth ,Color,M. Night Shyamalan,Zoë Kravitz,60522097,Action|Adventure|Sci-Fi,Will Smith,http://www.imdb.com/title/tt1815862/?ref_=fn_tt_tt_1,English,USA,130000000,2013,37000
Dinosaur ,Color,Eric Leighton,D.B. Sweeney,137748063,Adventure|Animation|Family|Thriller,Alfre Woodard,http://www.imdb.com/title/tt0130623/?ref_=fn_tt_tt_1,English,USA,127500000,2000,0
Harry Potter and the Deathly Hallows: Part II ,Color,Matt Birch,Dave Legeno,,Action|Fantasy,Rupert Grint,http://www.imdb.com/title/tt1680310/?ref_=fn_tt_tt_1,English,UK,,2011,40
Night at the Museum: Secret of the Tomb ,Color,Shawn Levy,Rami Malek,113733726,Adventure|Comedy|Family|Fantasy,Robin Williams,http://www.imdb.com/title/tt2692250/?ref_=fn_tt_tt_1,English,USA,127000000,2014,11000
Megamind ,Color,Tom McGrath,Brad Pitt,148337537,Action|Animation|Comedy|Family|Sci-Fi,J.K. Simmons,http://www.imdb.com/title/tt1001526/?ref_=fn_tt_tt_1,English,USA,130000000,2010,13000
Harry Potter and the Sorcerer's Stone ,Color,Chris Columbus,Fiona Shaw,317557891,Adventure|Family|Fantasy,Daniel Radcliffe,http://www.imdb.com/title/tt0241527/?ref_=fn_tt_tt_1,English,UK,125000000,2001,16000
R.I.P.D. ,Color,Robert Schwentke,Jeff Bridges,33592415,Action|Comedy|Fantasy,Ryan Reynolds,http://www.imdb.com/title/tt0790736/?ref_=fn_tt_tt_1,English,USA,130000000,2013,20000
Godzilla Resurgence ,Color,Hideaki Anno,Shin'ya Tsukamoto,,Action|Adventure|Drama|Horror|Sci-Fi,Mark Chinnery,http://www.imdb.com/title/tt4262980/?ref_=fn_tt_tt_1,Japanese,Japan,,2016,0
Pirates of the Caribbean: The Curse of the Black Pearl ,Color,Gore Verbinski,Orlando Bloom,305388685,Action|Adventure|Fantasy,Johnny Depp,http://www.imdb.com/title/tt0325980/?ref_=fn_tt_tt_1,English,USA,140000000,2003,10000
Harry Potter and the Deathly Hallows: Part I ,Color,Matt Birch,Toby Jones,,Fantasy,Rupert Grint,http://www.imdb.com/title/tt1571403/?ref_=fn_tt_tt_1,English,UK,,2010,25
The Hunger Games: Mockingjay - Part 1 ,Color,Francis Lawrence,Philip Seymour Hoffman,337103873,Adventure|Sci-Fi|Thriller,Jennifer Lawrence,http://www.imdb.com/title/tt1951265/?ref_=fn_tt_tt_1,English,USA,125000000,2014,52000
The Da Vinci Code ,Color,Ron Howard,Seth Gabel,217536138,Mystery|Thriller,Tom Hanks,http://www.imdb.com/title/tt0382625/?ref_=fn_tt_tt_1,English,USA,125000000,2006,0
Rio 2 ,Color,Carlos Saldanha,Rachel Crow,131536019,Adventure|Animation|Comedy|Family|Musical,Miguel Ferrer,http://www.imdb.com/title/tt2357291/?ref_=fn_tt_tt_1,English,USA,103000000,2014,0
X-Men 2 ,Color,Bryan Singer,Bruce Davison,214948780,Action|Adventure|Fantasy|Sci-Fi|Thriller,Hugh Jackman,http://www.imdb.com/title/tt0290334/?ref_=fn_tt_tt_1,English,Canada,110000000,2003,0
Fast Five ,Color,Justin Lin,Vin Diesel,209805005,Action|Crime|Thriller,Paul Walker,http://www.imdb.com/title/tt1596343/?ref_=fn_tt_tt_1,English,USA,125000000,2011,54000
Sherlock Holmes: A Game of Shadows ,Color,Guy Ritchie,Eddie Marsan,186830669,Action|Adventure|Crime|Mystery|Thriller,Robert Downey Jr.,http://www.imdb.com/title/tt1515091/?ref_=fn_tt_tt_1,English,USA,125000000,2011,39000
Clash of the Titans ,Color,Louis Leterrier,Jason Flemyng,163192114,Action|Adventure|Fantasy,Liam Neeson,http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1,English,USA,125000000,2010,15000
Total Recall ,Color,Paul Verhoeven,Rachel Ticotin,119412921,Action|Sci-Fi,Ronny Cox,http://www.imdb.com/title/tt0100802/?ref_=fn_tt_tt_1,English,USA,65000000,1990,0
The 13th Warrior ,Color,John McTiernan,Vladimir Kulich,32694788,Action|Adventure|History,Tony Curran,http://www.imdb.com/title/tt0120657/?ref_=fn_tt_tt_1,English,USA,85000000,1999,0
The Bourne Legacy ,Color,Tony Gilroy,Scott Glenn,113165635,Action|Adventure|Thriller,Jeremy Renner,http://www.imdb.com/title/tt1194173/?ref_=fn_tt_tt_1,English,USA,125000000,2012,31000
Batman & Robin ,Color,Joel Schumacher,Vivica A. Fox,107285004,Action,Michael Gough,http://www.imdb.com/title/tt0118688/?ref_=fn_tt_tt_1,English,USA,125000000,1997,0
How the Grinch Stole Christmas ,Color,Ron Howard,T.J. Thyne,260031035,Comedy|Family|Fantasy,Clint Howard,http://www.imdb.com/title/tt0170016/?ref_=fn_tt_tt_1,English,USA,123000000,2000,0
The Day After Tomorrow ,Color,Roland Emmerich,Dennis Quaid,186739919,Action|Adventure|Sci-Fi|Thriller,Jake Gyllenhaal,http://www.imdb.com/title/tt0319262/?ref_=fn_tt_tt_1,English,USA,125000000,2004,19000
Mission: Impossible II ,Color,John Woo,Dougray Scott,215397307,Action|Adventure|Thriller,Tom Cruise,http://www.imdb.com/title/tt0120755/?ref_=fn_tt_tt_1,English,USA,125000000,2000,0
The Perfect Storm ,Color,Wolfgang Petersen,Mary Elizabeth Mastrantonio,182618434,Action|Adventure|Drama|Thriller,Karen Allen,http://www.imdb.com/title/tt0177971/?ref_=fn_tt_tt_1,English,USA,140000000,2000,0
Fantastic 4: Rise of the Silver Surfer ,Color,Tim Story,Ioan Gruffudd,131920333,Action|Adventure|Sci-Fi|Thriller,Chris Evans,http://www.imdb.com/title/tt0486576/?ref_=fn_tt_tt_1,English,USA,130000000,2007,0
Life of Pi ,Color,Ang Lee,Rafe Spall,124976634,Adventure|Drama|Fantasy,Suraj Sharma,http://www.imdb.com/title/tt0454876/?ref_=fn_tt_tt_1,English,USA,120000000,2012,122000
Ghost Rider ,Color,Mark Steven Johnson,Matt Long,115802596,Action|Fantasy|Thriller,Nicolas Cage,http://www.imdb.com/title/tt0259324/?ref_=fn_tt_tt_1,English,USA,110000000,2007,0
Jason Bourne ,Color,Paul Greengrass,Riz Ahmed,108521835,Action|Thriller,Matt Damon,http://www.imdb.com/title/tt4196776/?ref_=fn_tt_tt_1,English,UK,120000000,2016,31000
Charlie's Angels: Full Throttle ,Color,McG,Bernie Mac,100685880,Action|Adventure|Comedy|Crime,Demi Moore,http://www.imdb.com/title/tt0305357/?ref_=fn_tt_tt_1,English,USA,120000000,2003,0
Prometheus ,Color,Ridley Scott,Charlize Theron,126464904,Adventure|Mystery|Sci-Fi,Michael Fassbender,http://www.imdb.com/title/tt1446714/?ref_=fn_tt_tt_1,English,USA,130000000,2012,97000
Stuart Little 2 ,Color,Rob Minkoff,Brad Garrett,64736114,Adventure|Animation|Comedy|Family|Fantasy,Nathan Lane,http://www.imdb.com/title/tt0243585/?ref_=fn_tt_tt_1,English,USA,120000000,2002,459
Elysium ,Color,Neill Blomkamp,Sharlto Copley,93050117,Action|Drama|Sci-Fi|Thriller,Matt Damon,http://www.imdb.com/title/tt1535108/?ref_=fn_tt_tt_1,English,USA,115000000,2013,61000
The Chronicles of Riddick ,Color,David Twohy,Alexa Davalos,57637485,Action|Adventure|Sci-Fi|Thriller,Vin Diesel,http://www.imdb.com/title/tt0296572/?ref_=fn_tt_tt_1,English,USA,105000000,2004,0
